label,score,id
FAKE,0.8979191780090332,news10006
FAKE,0.9999567270278931,news10011
FAKE,0.9999388456344604,news10011
FAKE,0.9999552965164185,news10015
REAL,0.9986922144889832,news10028
FAKE,0.9885402321815491,news10028
REAL,0.9972661733627319,news10029
REAL,0.7699183821678162,news10029
FAKE,0.9999643564224243,news10030
FAKE,0.9999608993530273,news10030
REAL,0.993919849395752,news10031
FAKE,0.9885402321815491,news10031
FAKE,0.9996836185455322,news10033
REAL,0.9998769760131836,news10044
FAKE,0.9999600648880005,news10044
REAL,0.9998847246170044,news10057
REAL,0.999860405921936,news10057
REAL,0.9997797608375549,news10058
REAL,0.9998792409896851,news10064
REAL,0.9993578791618347,news10068
REAL,0.9998782873153687,news10077
REAL,0.998106837272644,news10080
REAL,0.999847412109375,news10086
REAL,0.9680364727973938,news10088
REAL,0.9998853206634521,news10090
REAL,0.9997702240943909,news10090
FAKE,0.9999730587005615,news10103
FAKE,0.9999171495437622,news10105
FAKE,0.998227059841156,news10105
FAKE,0.9999279975891113,news10105
REAL,0.9997685551643372,news10106
REAL,0.9971882700920105,news10106
REAL,0.9998842477798462,news10107
REAL,0.9998775720596313,news10107
FAKE,0.9964626431465149,news10109
FAKE,0.9991772770881653,news10109
FAKE,0.9994964599609375,news10110
FAKE,0.9990610480308533,news10110
FAKE,0.9989719390869141,news10111
FAKE,0.9999277591705322,news10111
FAKE,0.9999302625656128,news10111
FAKE,0.9995379447937012,news10111
FAKE,0.9999370574951172,news10111
REAL,0.8974717855453491,news10112
FAKE,0.9995879530906677,news10115
REAL,0.9993497729301453,news10115
REAL,0.9998713731765747,news10115
FAKE,0.9980156421661377,news10116
REAL,0.502767026424408,news10117
FAKE,0.999704897403717,news10118
FAKE,0.999729573726654,news10118
FAKE,0.9998892545700073,news10118
FAKE,0.999963641166687,news10118
FAKE,0.999944806098938,news10118
FAKE,0.999580442905426,news10118
FAKE,0.9999715089797974,news10118
FAKE,0.9993269443511963,news10118
FAKE,0.9999597072601318,news10118
REAL,0.9958351850509644,news10120
REAL,0.9985767602920532,news10130
REAL,0.8956217169761658,news10130
REAL,0.9998856782913208,news10134
REAL,0.9980238676071167,news10135
REAL,0.7699183821678162,news10135
REAL,0.9998741149902344,news10137
REAL,0.9998599290847778,news10137
FAKE,0.9996242523193359,news10141
REAL,0.9998825788497925,news10142
FAKE,0.9990997314453125,news10142
REAL,0.9987001419067383,news10143
FAKE,0.9999443292617798,news10150
REAL,0.9997591376304626,news10152
FAKE,0.9999688863754272,news10152
FAKE,0.9999701976776123,news10154
FAKE,0.9993875026702881,news10156
REAL,0.99982088804245,news10158
REAL,0.9988850951194763,news10161
REAL,0.9998832941055298,news10168
FAKE,0.7365360260009766,news10168
FAKE,0.9992659687995911,news10173
REAL,0.9273236989974976,news10176
REAL,0.9987450838088989,news10176
FAKE,0.999972939491272,news10180
FAKE,0.9993902444839478,news10180
REAL,0.9841307997703552,news10188
FAKE,0.9996263980865479,news10189
FAKE,0.9999669790267944,news10191
REAL,0.9998353719711304,news10192
FAKE,0.9994893074035645,news10194
REAL,0.9998842477798462,news10196
FAKE,0.9899500608444214,news10196
FAKE,0.9999481439590454,news10198
FAKE,0.9999703168869019,news10198
FAKE,0.9999712705612183,news10198
FAKE,0.7676910758018494,news10201
REAL,0.9527872800827026,news10201
FAKE,0.9999576807022095,news10201
REAL,0.9998751878738403,news10202
REAL,0.9991607666015625,news10202
REAL,0.9994350075721741,news10202
FAKE,0.9988620281219482,news10204
FAKE,0.9998788833618164,news10204
FAKE,0.9999657869338989,news10204
REAL,0.9998615980148315,news10207
REAL,0.9998841285705566,news10207
FAKE,0.9734370112419128,news10222
FAKE,0.9999605417251587,news10233
FAKE,0.9988853335380554,news10233
REAL,0.9990652203559875,news10234
FAKE,0.9907273054122925,news10236
FAKE,0.9991480112075806,news10236
FAKE,0.9998008608818054,news10236
FAKE,0.9999316930770874,news10239
FAKE,0.9967459440231323,news10239
FAKE,0.9999663829803467,news10239
REAL,0.6155379414558411,news10239
REAL,0.9950816631317139,news10239
REAL,0.9996358156204224,news10239
REAL,0.9992407560348511,news10239
FAKE,0.9990252256393433,news10239
FAKE,0.6818001866340637,news10239
FAKE,0.999819815158844,news10239
REAL,0.9863260984420776,news10239
FAKE,0.9995108842849731,news10239
FAKE,0.9994637370109558,news10240
FAKE,0.9999486207962036,news10240
REAL,0.9989678859710693,news10240
FAKE,0.9999603033065796,news10240
FAKE,0.999944806098938,news10240
FAKE,0.999967098236084,news10249
FAKE,0.9999743700027466,news10249
FAKE,0.9997115731239319,news10250
FAKE,0.99996018409729,news10250
FAKE,0.999614953994751,news10259
FAKE,0.9999619722366333,news10260
FAKE,0.9996078610420227,news10260
FAKE,0.9996519088745117,news10260
FAKE,0.9999381303787231,news10260
FAKE,0.9999638795852661,news10260
FAKE,0.9999719858169556,news10260
REAL,0.9988644123077393,news10271
FAKE,0.9995123147964478,news10271
FAKE,0.9993971586227417,news10271
FAKE,0.9999668598175049,news10271
FAKE,0.9993973970413208,news10276
FAKE,0.9999717473983765,news10276
FAKE,0.9995071887969971,news10289
FAKE,0.999953031539917,news10289
REAL,0.9868142604827881,news10289
REAL,0.998914361000061,news10289
FAKE,0.6793850660324097,news10289
FAKE,0.9996775388717651,news10290
REAL,0.9994799494743347,news10292
FAKE,0.9298161864280701,news10297
REAL,0.9444634318351746,news10297
FAKE,0.9999598264694214,news10297
REAL,0.9884677529335022,news10299
FAKE,0.9999736547470093,news10299
REAL,0.9967666864395142,news10308
REAL,0.9991686344146729,news10308
FAKE,0.9999704360961914,news10308
FAKE,0.9999606609344482,news10311
FAKE,0.9999431371688843,news10311
REAL,0.9802771210670471,news10323
REAL,0.9346723556518555,news10323
FAKE,0.9999645948410034,news10328
REAL,0.999794065952301,news10333
FAKE,0.998245358467102,news10333
FAKE,0.9999102354049683,news10333
FAKE,0.9998681545257568,news10335
REAL,0.9523904919624329,news10337
FAKE,0.998340368270874,news10337
FAKE,0.9999582767486572,news10340
REAL,0.9840331673622131,news10341
REAL,0.9986636638641357,news10343
FAKE,0.9999606609344482,news10343
REAL,0.9998840093612671,news10348
REAL,0.9998801946640015,news10348
REAL,0.9998363256454468,news10348
REAL,0.9995049238204956,news10351
FAKE,0.9999144077301025,news10351
FAKE,0.9999687671661377,news10354
FAKE,0.9999289512634277,news10356
REAL,0.9998784065246582,news10357
REAL,0.9993681311607361,news10357
REAL,0.999854326248169,news10358
REAL,0.9997289776802063,news10360
FAKE,0.9997119307518005,news10360
FAKE,0.9993040561676025,news10364
FAKE,0.9999645948410034,news10372
FAKE,0.9727804660797119,news10372
REAL,0.991828441619873,news10372
FAKE,0.79429692029953,news10372
FAKE,0.9999700784683228,news10374
FAKE,0.999972939491272,news10374
FAKE,0.999767005443573,news10375
REAL,0.9998026490211487,news10376
REAL,0.9977838397026062,news10381
FAKE,0.9984127283096313,news10381
FAKE,0.9892041087150574,news10381
FAKE,0.9986853003501892,news10382
REAL,0.9994181394577026,news10382
REAL,0.9719226360321045,news10382
REAL,0.9996321201324463,news10382
FAKE,0.9999558925628662,news10392
FAKE,0.9986629486083984,news10392
FAKE,0.999963641166687,news10394
FAKE,0.9999434947967529,news10394
FAKE,0.9995689988136292,news10397
FAKE,0.9999481439590454,news10399
FAKE,0.9999078512191772,news10400
FAKE,0.9999432563781738,news10402
REAL,0.9994858503341675,news10407
REAL,0.9993343949317932,news10415
FAKE,0.9999744892120361,news10415
FAKE,0.9999508857727051,news10418
FAKE,0.9996824264526367,news10418
REAL,0.9997401833534241,news10421
FAKE,0.9999617338180542,news10421
FAKE,0.9999649524688721,news10423
FAKE,0.9999651908874512,news10430
FAKE,0.9999638795852661,news10430
REAL,0.9992282390594482,news10433
REAL,0.946723222732544,news10441
FAKE,0.9999713897705078,news10441
FAKE,0.9999666213989258,news10442
FAKE,0.9994934797286987,news10442
FAKE,0.9999709129333496,news10442
REAL,0.9998632669448853,news10446
FAKE,0.9999691247940063,news10446
REAL,0.9976982474327087,news10448
FAKE,0.9999284744262695,news10448
REAL,0.9997255206108093,news10449
FAKE,0.9994237422943115,news10449
REAL,0.9996495246887207,news10449
FAKE,0.9991779923439026,news10449
FAKE,0.9999417066574097,news10449
REAL,0.999734103679657,news10451
REAL,0.9997989535331726,news10451
REAL,0.9995825886726379,news10457
FAKE,0.9991233944892883,news10457
FAKE,0.9999661445617676,news10460
REAL,0.9969493746757507,news10461
REAL,0.9994051456451416,news10461
FAKE,0.9982597231864929,news10465
REAL,0.9998725652694702,news10470
REAL,0.9995513558387756,news10470
REAL,0.9997513890266418,news10470
REAL,0.9915981292724609,news10471
FAKE,0.9998005032539368,news10471
FAKE,0.9958149790763855,news10471
FAKE,0.9999657869338989,news10471
FAKE,0.9939265847206116,news10473
REAL,0.9990788698196411,news10473
FAKE,0.9996898174285889,news10473
FAKE,0.9995976090431213,news10476
FAKE,0.9993674159049988,news10476
FAKE,0.9913491606712341,news10476
FAKE,0.9999630451202393,news10476
FAKE,0.9999426603317261,news10485
FAKE,0.9997594952583313,news10501
REAL,0.9927828311920166,news10503
REAL,0.9992513060569763,news10507
REAL,0.9991433620452881,news10508
FAKE,0.999968409538269,news10510
REAL,0.9998745918273926,news10511
FAKE,0.9995262622833252,news10511
REAL,0.9982226490974426,news10512
REAL,0.7862069606781006,news10512
REAL,0.9994186162948608,news10518
FAKE,0.9999339580535889,news10518
REAL,0.9994553923606873,news10521
FAKE,0.9997590184211731,news10525
FAKE,0.999962329864502,news10525
REAL,0.9580719470977783,news10527
FAKE,0.9993127584457397,news10528
FAKE,0.9999722242355347,news10528
REAL,0.972407877445221,news10532
FAKE,0.9997547268867493,news10532
REAL,0.9950207471847534,news10536
FAKE,0.9999715089797974,news10543
FAKE,0.999396562576294,news10549
FAKE,0.9998465776443481,news10549
FAKE,0.9999642372131348,news10549
FAKE,0.9998267292976379,news10551
FAKE,0.9999518394470215,news10551
FAKE,0.9999724626541138,news10551
FAKE,0.9996426105499268,news10552
REAL,0.9966009855270386,news10552
FAKE,0.9999513626098633,news10552
FAKE,0.5752331614494324,news10554
REAL,0.9998816251754761,news10555
REAL,0.9989528656005859,news10559
REAL,0.9993417859077454,news10560
FAKE,0.9975937008857727,news10560
FAKE,0.9992910623550415,news10562
FAKE,0.9989487528800964,news10562
FAKE,0.9582338333129883,news10562
FAKE,0.9999644756317139,news10562
REAL,0.999874472618103,news10569
REAL,0.9998593330383301,news10569
REAL,0.9998852014541626,news10571
REAL,0.999019980430603,news10571
